,FEEDBACK_APP,FEEDBACK_VALUE,USER_ID,RTT,DOWNLOAD_LOSS_RATE,UPLOAD_LOSS_RATE,DOWNLOAD_JITTER,UPLOAD_JITTER,UDP_DOWNLOAD_THROUGHPUT,UDP_UPLOAD_THROUGHPUT,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS
268,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,576791609.3,0.0,0.0,6371749.74,7974541.44,414070.6761,478295.8265,4.0,4.0
269,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,161681079.2,0.0,0.0,1350103.86,1768276.52,243339.3307,51097.673189999994,4.0,4.0
270,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,161681079.2,0.0,0.0,1350103.86,1768276.52,243339.3307,51097.673189999994,4.0,4.0
271,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,161681079.2,0.0,0.0,1350103.86,1768276.52,243339.3307,51097.673189999994,4.0,4.0
272,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,161681079.2,0.0,0.0,1350103.86,1768276.52,243339.3307,51097.673189999994,4.0,4.0
273,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,161681079.2,0.0,0.0,1350103.86,1768276.52,243339.3307,51097.673189999994,4.0,4.0
274,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,161681079.2,0.0,0.0,1350103.86,1768276.52,243339.3307,51097.673189999994,4.0,4.0
275,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,299068183.1,0.0,0.0,3561161.96,2962197.92,861893.4472,62731.24857999999,4.0,5.0
276,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,299068183.1,0.0,0.0,3561161.96,2962197.92,861893.4472,62731.24857999999,4.0,5.0
277,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,299068183.1,0.0,0.0,3561161.96,2962197.92,861893.4472,62731.24857999999,4.0,5.0
278,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,299068183.1,0.0,0.0,3561161.96,2962197.92,861893.4472,62731.24857999999,4.0,5.0
279,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,299068183.1,0.0,0.0,3561161.96,2962197.92,861893.4472,62731.24857999999,4.0,5.0
287,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
288,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
293,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
294,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
295,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
296,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
297,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
298,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
299,YOUTUBE___GENERAL___MOS,2,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
300,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
301,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
302,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,1528949772,0.0,0.0,23584156.68,20554172.8,66774.61697999999,13902.47201,4.0,3.0
326,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
327,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
328,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
329,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
330,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
331,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
332,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
333,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
334,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
335,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
336,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
337,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
338,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
339,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
340,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
341,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
342,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
343,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
344,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,152497780,0.0,0.0,176978.7,1770909.8,1276214.741,603568.631,5.0,5.0
345,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
346,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
347,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
348,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
349,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
350,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
351,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
352,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
353,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
354,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
355,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,268708648.5,0.0,0.0,2480816.82,2022482.8,218102.1141,658670.7253,5.0,4.0
382,YOUTUBE___GENERAL___MOS,5,547119ec-f0f8-4246-b8b6-db8a7c881e5c,215118613.8,0.0,0.0,694991.36,1716333.06,8837871.661,1075909.778,1.0,5.0
384,YOUTUBE___GENERAL___MOS,2,547119ec-f0f8-4246-b8b6-db8a7c881e5c,191663177.8,0.0,0.0,504835.8,1725824.62,5422113.191000001,14589320.26,1.0,5.0
385,YOUTUBE___GENERAL___MOS,1,547119ec-f0f8-4246-b8b6-db8a7c881e5c,191663177.8,0.0,0.0,504835.8,1725824.62,5422113.191000001,14589320.26,1.0,5.0
398,YOUTUBE___GENERAL___MOS,5,547119ec-f0f8-4246-b8b6-db8a7c881e5c,236063055.4,0.0,0.0,546465.26,1791836.92,2252145.537,1399108.541,5.0,5.0
399,YOUTUBE___GENERAL___MOS,3,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,1125761546,0.0,0.0,2700151.1,2896505.98,2454836.871,131857.7174,5.0,4.0
400,YOUTUBE___GENERAL___MOS,3,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,1125761546,0.0,0.0,2700151.1,2896505.98,2454836.871,131857.7174,5.0,4.0
401,YOUTUBE___GENERAL___MOS,3,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,311009535.9,0.0,0.0,2149659.6,3632364.4,1502869.654,874017.8727,5.0,5.0
402,YOUTUBE___GENERAL___MOS,3,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,311009535.9,0.0,0.0,2149659.6,3632364.4,1502869.654,874017.8727,5.0,5.0
403,YOUTUBE___GENERAL___MOS,3,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,510327774.3,0.0,0.0,4711685.56,3014789.62,824925.5097,364885.5847,4.0,4.0
404,YOUTUBE___GENERAL___MOS,3,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,510327774.3,0.0,0.0,4711685.56,3014789.62,824925.5097,364885.5847,4.0,4.0
410,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,370246183.1,0.0,0.0,2635538.32,4197800.18,1962647.5580000002,31135.18733,4.0,5.0
411,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,370246183.1,0.0,0.0,2635538.32,4197800.18,1962647.5580000002,31135.18733,4.0,5.0
412,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,370246183.1,0.0,0.0,2635538.32,4197800.18,1962647.5580000002,31135.18733,4.0,5.0
413,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,370246183.1,0.0,0.0,2635538.32,4197800.18,1962647.5580000002,31135.18733,4.0,5.0
414,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,141375729.2,0.0,0.0,315984.06,2182093.78,1756828.4119999998,29115.22212,5.0,5.0
415,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,141375729.2,0.0,0.0,315984.06,2182093.78,1756828.4119999998,29115.22212,5.0,5.0
416,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,141375729.2,0.0,0.0,315984.06,2182093.78,1756828.4119999998,29115.22212,5.0,5.0
417,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,141375729.2,0.0,0.0,315984.06,2182093.78,1756828.4119999998,29115.22212,5.0,5.0
418,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,141375729.2,0.0,0.0,315984.06,2182093.78,1756828.4119999998,29115.22212,5.0,5.0
419,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,141375729.2,0.0,0.0,315984.06,2182093.78,1756828.4119999998,29115.22212,5.0,5.0
420,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,141375729.2,0.0,0.0,315984.06,2182093.78,1756828.4119999998,29115.22212,5.0,5.0
421,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,141375729.2,0.0,0.0,315984.06,2182093.78,1756828.4119999998,29115.22212,5.0,5.0
422,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,141375729.2,0.0,0.0,315984.06,2182093.78,1756828.4119999998,29115.22212,5.0,5.0
423,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
424,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
425,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
426,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
427,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
428,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
429,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
430,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
431,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
432,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
433,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
434,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
435,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
436,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
437,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
438,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
439,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
440,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
441,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
442,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
443,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
444,YOUTUBE___GENERAL___MOS,1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
445,YOUTUBE___GENERAL___MOS,1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
446,YOUTUBE___GENERAL___MOS,1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
447,YOUTUBE___GENERAL___MOS,1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0
448,YOUTUBE___GENERAL___MOS,1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
449,YOUTUBE___GENERAL___MOS,1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
450,YOUTUBE___GENERAL___MOS,1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
451,YOUTUBE___GENERAL___MOS,1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
452,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
453,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
454,YOUTUBE___GENERAL___MOS,1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
455,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
456,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
457,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
458,YOUTUBE___GENERAL___MOS,3,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
459,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0
460,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
461,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
462,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
463,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
464,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
465,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
466,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
467,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
468,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
469,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
470,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
471,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
472,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
473,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
474,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
475,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
476,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
477,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
478,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
479,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,1179355041,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0
480,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0
481,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0
482,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0
483,YOUTUBE___GENERAL___MOS,3,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0
484,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0
485,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0
486,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0
487,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0
488,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0
